id	coef	HR	HR.95L	HR.95H	pvalue
FIRRE	0.667142406389854	1.94866087595682	1.21246056015219	3.13187854045179	0.00585586244045952
LINC01305	-0.787508111649209	0.454977136088279	0.188068792815084	1.1006833790156	0.0806139777095245
AC099850.3	0.029992990490928	1.03044731099843	1.00881383456871	1.05254470583053	0.0055959394305632
AL512274.1	-0.0579361996918626	0.943710154514814	0.909273760644895	0.979450737809403	0.00225267195229714
AC090246.1	0.541330595774611	1.71829169342117	1.23645237090906	2.38790139688879	0.00126385684546253
MIAT	-0.243860332394895	0.783597069746488	0.627689033154584	0.978230198844438	0.0312075198051345
AC079921.2	-0.750983400191113	0.471902255715083	0.264606562370749	0.841595676818338	0.0109522973711585
LINC00524	0.105386274810265	1.11113973276023	1.01855214841034	1.21214363706893	0.0175935236254272
