gene	conMean	treatMean	logFC	pValue	fdr
AC007663.4	0.10424988725	0.256440890299363	1.29858049917643	5.39233802301232e-07	3.35301845063181e-06
MAFA-AS1	0.2796012611875	0.835843416245223	1.57986183032664	0.000182464354000967	0.000539019094065658
AC138696.2	0.6921458333125	1.50896522644904	1.12441161280383	2.76774696086429e-05	0.000102574517085552
AC005722.3	0.11140931865625	0.337651847582803	1.59966654208673	2.9067759871347e-05	0.000106756367335307
AL133215.2	0.1832087725625	0.411092800006369	1.16597551888785	1.8775775734127e-05	7.3363494322164e-05
AL021707.6	1.13217502971875	2.34697760901911	1.05170706783659	1.19141696261857e-05	5.02449291476728e-05
LINC01063	0.1848707144375	0.436234950828025	1.23858865827306	0.00552720536522729	0.010973656106612
LINC01176	1.0411117143125	2.2405277585828	1.10571371827676	5.44544187496284e-07	3.35301845063181e-06
AL035661.1	11.3888955449688	5.0527501706242	-1.1724870924621	5.43052742773868e-08	4.39836757889034e-07
AC008115.3	0.20820152171875	0.464236228318471	1.15687849974084	3.20137822693068e-06	1.63819479980595e-05
SNHG14	0.55968435028125	0.222837821547771	-1.32861929065392	1.26446213327419e-05	5.2244499628187e-05
LINC01405	5.14879024015625	0.420475937627389	-3.61413834891507	0.000977108663427982	0.00236166777741585
AP002954.1	0.13314814334375	0.343462100840764	1.36711860300841	0.00186520768092066	0.00425587498836934
AC008870.2	0.148082557375	0.31081445566879	1.06965188783154	4.28402276833463e-05	0.00015099019728165
AC116312.1	0.55346511390625	0.264954239633758	-1.06274917102943	5.63228552790381e-05	0.000191874239571765
MCF2L-AS1	1.25863627615625	0.493162645640127	-1.35172599691025	3.34240305549914e-09	3.64978476506736e-08
AC091057.1	0.24223372734375	0.662632877464968	1.45181003429518	5.15428127049601e-11	1.086842412727e-09
AL132712.1	0.57999057315625	1.86445206742994	1.68465035104583	6.09504331114389e-10	8.66771856921974e-09
AC025176.1	0.04043072515625	0.249650699898089	2.62638696647984	7.09786529091981e-10	9.86441960317606e-09
AP001547.1	0.0078910135	0.311533321792994	5.30303206490419	4.99184669273842e-06	2.30378434159211e-05
AL137246.2	7.44426142321875	0.100609351503185	-6.20929240696549	1.81178004186374e-06	9.80445571327148e-06
AC079684.1	0.2191680004375	0.450928333949045	1.0408609907526	0.000394948711664373	0.00106549903542788
AC002116.2	0.27115755103125	0.624074953207006	1.20258796513074	1.45618435761821e-08	1.34917687073263e-07
AL354993.2	0.10830922678125	0.234455122550955	1.11415565020115	0.00164303112646708	0.00381295458760766
AL031670.1	0.128316550125	0.358287641200637	1.48141102036154	3.12303785070905e-07	2.1102073433244e-06
AC024592.2	1.0382922263125	0.160401416187898	-2.69445376137836	6.12239663106441e-07	3.74384553989589e-06
AGAP2-AS1	5.8947103773125	12.5555708117452	1.09083478245386	1.43848146238364e-12	4.39815707123798e-11
AC036176.3	0.3420950909375	0.711598679611465	1.05666643206288	0.00568435560743356	0.0112053858552191
AL049775.1	0.07408400621875	0.446257110773885	2.59064113558271	1.71341780579421e-09	2.11667674392557e-08
LINC01503	3.655980027	8.55290865152229	1.2261569426964	1.34037567712168e-06	7.417554086515e-06
LINC02561	0.04264899546875	0.566016939585987	3.73026156364792	7.07731823770127e-09	6.81540173599107e-08
AL592424.1	1.58492962378125	0.259260416987261	-2.61194491899654	0.000733892778499686	0.00182800584135462
AL391427.1	0.07891483896875	0.487542683181529	2.62716001686	0.00498963852095675	0.0101031919058445
AL133330.1	0.2487277611875	0.553358770713376	1.15364761689982	1.13199580961828e-05	4.82380095875664e-05
